AGKISE,UBS AG,1.710
AGKISF,UBS AG,-
AGKIYA,COMMONWEALTH BANK OF AUSTRALIA.                             ,-
AGKIYB,COMMONWEALTH BANK OF AUSTRALIA.                             ,-
AGKJOC,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),6.260
AGKJOH,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.630
AGKKOA,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.510
AGKKOB,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.170
AGKKOC,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.420
AGKKOP,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.965
AGKKOR,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.740
AGKKOT,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),3.800
AGKKRC,THE ROYAL BANK OF SCOTLAND PLC,2.550
AGKKRQ,THE ROYAL BANK OF SCOTLAND PLC,2.520
AGKKRS,THE ROYAL BANK OF SCOTLAND PLC,2.950
AGKKRT,THE ROYAL BANK OF SCOTLAND PLC,2.580
AGKQRA,THE ROYAL BANK OF SCOTLAND PLC,3.290
AGKQRB,THE ROYAL BANK OF SCOTLAND PLC,2.090
AGKQRC,THE ROYAL BANK OF SCOTLAND PLC,2.630
AGKSMC,MACQUARIE BANK LIMITED.,8.410
AGKSMY,MACQUARIE BANK LIMITED.,5.160
AGKSRT,THE ROYAL BANK OF SCOTLAND PLC,7.640
AGKSRU,THE ROYAL BANK OF SCOTLAND PLC,8.080
AGKSS1,UBS AG,-
AGKSS3,UBS AG,1.450
AGKSSR,UBS AG,8.470
AGKSWG,WESTPAC BANKING CORPORATION                                 ,9.830
AGKSZB,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,14.200
AGKSZC,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,8.050
AGKSZU,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,-
AGKSZX,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,7.930
AGO,ATLAS IRON LIMITED,0.630
AGOKOD,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.230
AGOKOM,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.180
AGOKOQ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.170
AGOKOS,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.235
AGOKOU,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.375
AGOKOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.440
AGOSRU,THE ROYAL BANK OF SCOTLAND PLC,0.185
AGOSWG,WESTPAC BANKING CORPORATION                                 ,0.130
AGR,AGUIA RESOURCES LIMITED,0.040
AGS,ALLIANCE RESOURCES LIMITED,0.160
AGX,AGENIX LIMITED,0.011
AGY,ARGOSY MINERALS LIMITED,0.009
AHA,AG FINANCIAL LTD,0.040
AHD,AMALGAMATED HOLDINGS LIMITED,9.330
AHE,AUTOMOTIVE HOLDINGS GROUP LIMITED,3.650
AHJ,AIR CHANGE INTERNATIONAL LIMITED,-
AHK,ARK MINES LIMITED,0.084
AHN,ATHENA RESOURCES LIMITED,0.032
AHQ,ALLEGIANCE COAL LIMITED,0.007
AHR,ANCHOR RESOURCES LIMITED,0.190
AHY,ASALEO CARE LIMITED,1.675
AHZ,ADMEDUS LTD,0.135
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED                      ,3.640
AIB,AURORA GLOBAL INCOME TRUST,0.875
AIK,ARMIDALE INVESTMENT CORPORATION LIMITED,0.120
AIO,ASCIANO LIMITED,5.630
AIOIOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AIOKOB,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.760
AIOKOC,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.795
AIOKOD,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.210
AIOKOF,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AIOKOP,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.915
AIOKOQ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AIOKOR,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.120
AIOKOS,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.910
AIOKRB,THE ROYAL BANK OF SCOTLAND PLC,1.120
AIOKRE,THE ROYAL BANK OF SCOTLAND PLC,1.030
AIOKRQ,THE ROYAL BANK OF SCOTLAND PLC,1.220
AIOKRR,THE ROYAL BANK OF SCOTLAND PLC,1.310
AIOQRP,THE ROYAL BANK OF SCOTLAND PLC,1.795
AIOSRT,THE ROYAL BANK OF SCOTLAND PLC,2.500
AIOSRW,THE ROYAL BANK OF SCOTLAND PLC,-
AIOSRX,THE ROYAL BANK OF SCOTLAND PLC,3.070
AIOSS3,UBS AG,-
AIOSSA,UBS AG,0.115
AIOSSB,UBS AG,0.980
AIOSZC,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,0.980
AIOSZW,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,1.070
AIOSZX,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,1.970
AIQ,ALTERNATIVE INVESTMENT TRUST,0.125
AIR,ASTIVITA LIMITED,0.135
AIV,ACTIVEX LIMITED,0.018
AIW,AUSAMERICAN MINING LIMITED,0.006
AIX,AUSTRALIAN INFRASTRUCTURE FUND LIMITED,0.004
AIY,AUTHORISED INVESTMENT FUND LIMITED,0.025
AIZ,AIR NEW ZEALAND LIMITED,1.940
AJA,ASTRO JAPAN PROPERTY GROUP,4.080
AJC,ACACIA COAL LIMITED,0.005
AJD,ASIA PACIFIC DATA CENTRE GROUP,1.060
AJJ,ASIAN AMERICAN MEDICAL GROUP LIMITED,0.085
AJL,AJ LUCAS GROUP LIMITED                                      ,0.930
AJM,ALTURA MINING LIMITED,0.140
AJO,ARMSTRONG JONES OFFICE FUND,1.790
AJQ,ARMOUR ENERGY LIMITED,0.155
AJR,ARUNTA RESOURCES LIMITED,0.001
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED,0.100
AJY,ASAPLUS RESOURCES LIMITED,0.245
AKA,AUSTRALIA MINERALS AND MINING GROUP LTD,0.082
AKF,ASK FUNDING LIMITED,0.150
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED,1.320
AKK,AUSTIN EXPLORATION LIMITED,0.012
AKM,ASPIRE MINING LIMITED,0.037
AKP,AUDIO PIXELS HOLDINGS LIMITED,4.000
AKY,AUSTRALIAN MASTERS CORPORATE BOND FUND NO 5 LIMITED,72.350
ALA,APPLABS TECHNOLOGIES LTD,0.245
ALF,AUSTRALIAN LEADERS FUND LIMITED,1.730
ALK,ALKANE RESOURCES LIMITED,0.265
ALL,ARISTOCRAT LEISURE LIMITED                                  ,5.260
ALLIOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.860
ALLKMP,MACQUARIE BANK LIMITED.,2.910
ALLKOB,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.210
ALLKOD,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),3.210
ALLKOE,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.450
ALLKOF,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.455
ALLKOG,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.590
ALLKOR,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.100
ALLKOS,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.835
ALLKOT,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.390
ALLKOU,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
ALLSMY,MACQUARIE BANK LIMITED.,0.930
ALLSSA,UBS AG,1.085
ALQ,ALS LIMITED,8.860
ALQKMR,MACQUARIE BANK LIMITED.,4.390
ALQKOA,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
ALQKOB,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.900
ALQKOC,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.875
ALQKOE,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
ALQKOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),3.280
ALQKOW,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),3.070
ALQKOX,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.410
ALR,ABERDEEN LEADERS LIMITED                                    ,1.230
ALT,ANALYTICA LIMITED,0.043
ALU,ALTIUM LIMITED                                              ,2.450
ALY,ALCHEMY RESOURCES LIMITED,0.019
ALZ,AUSTRALAND PROPERTY GROUP,4.440
AMA,AMA GROUP LIMITED,0.285
AMB,AMBITION GROUP LIMITED,0.140
AMC,AMCOR LIMITED,10.430
AMCIOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AMCISQ,UBS AG,-
AMCIYA,COMMONWEALTH BANK OF AUSTRALIA.                             ,7.050
AMCIYB,COMMONWEALTH BANK OF AUSTRALIA.                             ,5.670
AMCKOB,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.480
AMCKOC,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.075
AMCKOD,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.000
AMCKOQ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.680
AMCKOR,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.815
AMCKOS,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.030
AMCKRC,THE ROYAL BANK OF SCOTLAND PLC,1.655
AMCKRE,THE ROYAL BANK OF SCOTLAND PLC,1.380
AMCKRF,THE ROYAL BANK OF SCOTLAND PLC,2.200
AMCKRG,THE ROYAL BANK OF SCOTLAND PLC,1.565
AMCKRQ,THE ROYAL BANK OF SCOTLAND PLC,1.185
AMCKRS,THE ROYAL BANK OF SCOTLAND PLC,1.670
AMCKRU,THE ROYAL BANK OF SCOTLAND PLC,1.430
AMCSOE,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),7.690
AMCSRT,THE ROYAL BANK OF SCOTLAND PLC,8.590
AMCSRW,THE ROYAL BANK OF SCOTLAND PLC,7.400
AMCSRX,THE ROYAL BANK OF SCOTLAND PLC,-
AMCSS1,UBS AG,-
AMCSS3,UBS AG,1.000
AMCSSG,UBS AG,1.505
AMCSSV,UBS AG,1.030
AMCSSY,UBS AG,1.020
AMCSWG,WESTPAC BANKING CORPORATION                                 ,8.060
AMCSZA,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,4.720
AMCSZX,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,7.640
AMH,AMCIL LIMITED,0.970
AMI,AURELIA METALS LIMITED,0.230
AMM,AMCOM TELECOMMUNICATIONS LIMITED,1.980
AMO,AMBERTECH LIMITED,0.200
AMP,AMP LIMITED                                                 ,5.300
AMPDSN,UBS AG,-
AMPHA,AMP LIMITED                                                 ,104.500
AMPIOL,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AMPIOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AMPIOZ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AMPIRQ,THE ROYAL BANK OF SCOTLAND PLC,2.490
AMPISD,UBS AG,0.465
AMPISE,UBS AG,0.580
AMPISF,UBS AG,-
AMPISQ,UBS AG,-
AMPIWA,WESTPAC BANKING CORPORATION                                 ,-
AMPIYA,COMMONWEALTH BANK OF AUSTRALIA.                             ,2.730
AMPIYB,COMMONWEALTH BANK OF AUSTRALIA.                             ,2.250
AMPJOJ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.360
AMPJOK,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.280
AMPJOM,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AMPJON,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AMPJRB,THE ROYAL BANK OF SCOTLAND PLC,0.950
AMPKOA,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.665
AMPKOC,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.900
AMPKOD,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.590
AMPKOE,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.040
AMPKOI,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.555
AMPKOQ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.010
AMPKOR,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
AMPKOS,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.970
AMPKOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.870
AMPKRA,THE ROYAL BANK OF SCOTLAND PLC,1.050
AMPKRC,THE ROYAL BANK OF SCOTLAND PLC,0.505
AMPKRD,THE ROYAL BANK OF SCOTLAND PLC,1.505
AMPKRU,THE ROYAL BANK OF SCOTLAND PLC,0.700
AMPKZR,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,2.870
AMPLOB,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.610
AMPLOC,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.645
AMPLOD,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.040
AMPLOE,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.600
AMPLOR,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.130
AMPLOS,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.650
AMPLOU,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),0.385
AMPSMB,MACQUARIE BANK LIMITED.,0.720
AMPSMC,MACQUARIE BANK LIMITED.,1.570
AMPSMX,MACQUARIE BANK LIMITED.,1.615
AMPSMY,MACQUARIE BANK LIMITED.,0.140
AMPSOD,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.230
AMPSOE,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),3.220
AMPSOF,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.830
AMPSRT,THE ROYAL BANK OF SCOTLAND PLC,3.070
AMPSRU,THE ROYAL BANK OF SCOTLAND PLC,2.600
AMPSRW,THE ROYAL BANK OF SCOTLAND PLC,2.210
AMPSRX,THE ROYAL BANK OF SCOTLAND PLC,4.080
AMPSS3,UBS AG,-
AMPSSA,UBS AG,1.005
AMPSSG,UBS AG,0.565
AMPSSR,UBS AG,1.575
AMPSSV,UBS AG,0.515
AMPSSY,UBS AG,0.540
AMPSWB,WESTPAC BANKING CORPORATION                                 ,4.010
AMPSWC,WESTPAC BANKING CORPORATION                                 ,1.210
AMPSWD,WESTPAC BANKING CORPORATION                                 ,0.090
AMPSWG,WESTPAC BANKING CORPORATION                                 ,3.190
AMPSWH,WESTPAC BANKING CORPORATION                                 ,2.980
AMPSZA,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,4.960
AMPSZB,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,1.375
AMPSZD,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,1.705
AMPSZW,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,1.340
AMPSZX,RBS ALTERNATIVE INVESTMENTS (AUSTRALIA) PTY LTD,2.620
AMT,ADVANCED SURGICAL DESIGN & MANUFACTURE LIMITED,0.060
ANB,AUSTRALIA NEW AGRIBUSINESS & CHEMICAL GROUP LTD,0.090
ANG,AUSTIN ENGINEERING LIMITED,1.605
ANI,AUSTRALIAN INDUSTRIAL REIT,1.980
ANN,ANSELL LIMITED                                              ,19.830
ANNKOA,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.270
ANNKOE,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.530
ANNKOF,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
ANNKOP,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
ANNKOQ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.970
ANNKOR,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),3.080
ANNSWG,WESTPAC BANKING CORPORATION                                 ,10.760
ANO,ANTARIA LIMITED,0.014
ANP,ANTISENSE THERAPEUTICS LIMITED                              ,0.140
ANQ,ANAECO LIMITED,0.007
ANW,AUS TIN MINING LTD,0.003
ANZ,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,33.340
ANZDSN,UBS AG,-
ANZDSO,UBS AG,-
ANZHA,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,103.989
ANZHAF,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-
ANZHAG,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-
ANZHAL,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-
ANZHAM,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-
ANZHAN,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-
ANZHAO,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-
ANZHAP,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-
ANZIO1,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
ANZIO2,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),19.290
ANZIOL,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),9.970
ANZIOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),16.000
ANZIOZ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),10.320
ANZIRQ,THE ROYAL BANK OF SCOTLAND PLC,20.240
ANZISE,UBS AG,3.880
ANZISF,UBS AG,-
ANZISK,UBS AG,4.740
ANZISL,UBS AG,2.820
ANZISQ,UBS AG,-
ANZIWA,WESTPAC BANKING CORPORATION                                 ,11.470
ANZIYA,COMMONWEALTH BANK OF AUSTRALIA.                             ,20.040
ANZIYB,COMMONWEALTH BANK OF AUSTRALIA.                             ,15.360
ANZIYC,COMMONWEALTH BANK OF AUSTRALIA.                             ,10.700
ANZIYD,COMMONWEALTH BANK OF AUSTRALIA.                             ,6.100
ANZJOC,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),21.070
ANZJOH,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),14.610
ANZJOI,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),10.940
ANZJOJ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),18.220
ANZJOK,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),10.050
ANZJOM,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),15.250
ANZJRA,THE ROYAL BANK OF SCOTLAND PLC,18.850
ANZJRB,THE ROYAL BANK OF SCOTLAND PLC,13.020
ANZJRC,THE ROYAL BANK OF SCOTLAND PLC,10.250
ANZJRE,THE ROYAL BANK OF SCOTLAND PLC,10.380
ANZKMD,MACQUARIE BANK LIMITED.,9.960
ANZKMI,MACQUARIE BANK LIMITED.,17.100
ANZKMU,MACQUARIE BANK LIMITED.,8.460
ANZKOA,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),-
ANZKOB,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),5.500
ANZKOD,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.080
ANZKOE,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.250
ANZKOF,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),1.610
ANZKOI,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.410
ANZKOJ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.430
ANZKOL,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),3.160
ANZKOM,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),4.500
ANZKOP,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.190
ANZKOR,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),5.500
ANZKOS,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),5.230
ANZKOV,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),2.920
ANZKOZ,CITIWARRANTS (CITIGROUP GLOBAL MARKETS AUS PTY LTD),3.730
ANZKRA,THE ROYAL BANK OF SCOTLAND PLC,13.880
ANZKRB,THE ROYAL BANK OF SCOTLAND PLC,4.500
ANZKRC,THE ROYAL BANK OF SCOTLAND PLC,3.670
ANZKRF,THE ROYAL BANK OF SCOTLAND PLC,9.900
ANZKRH,THE ROYAL BANK OF SCOTLAND PLC,4.310
ANZKRK,THE ROYAL BANK OF SCOTLAND PLC,6.380
ANZKRL,THE ROYAL BANK OF SCOTLAND PLC,1.900
ANZKRM,THE ROYAL BANK OF SCOTLAND PLC,4.100
ANZKRN,THE ROYAL BANK OF SCOTLAND PLC,3.110
ANZKRO,THE ROYAL BANK OF SCOTLAND PLC,2.980
