PIQO,PROTEOMICS INTERNATIONAL LABORATORIES LTD ,0.030
PL8O,PLATO INCOME MAXIMISER LIMITED. ,0.012
PNRO,PANTORO LIMITED ,0.175
PRLO,PETREL ENERGY LIMITED ,0.008
PTXO,PRESCIENT THERAPEUTICS LIMITED,0.009
PWNOA,PARKWAY MINERALS NL ,0.002
QFYOA,QUANTIFY TECHNOLOGY HOLDINGS LIMITED,0.020
QURO,QUANTUM RESOURCES LIMITED ,0.002
RDSOA,REDSTONE RESOURCES LIMITED,0.001
RMXOE,RED MOUNTAIN MINING LIMITED ,0.001
RMXOF,RED MOUNTAIN MINING LIMITED ,0.004
RMXOG,RED MOUNTAIN MINING LIMITED ,0.013
RMXOH,RED MOUNTAIN MINING LIMITED ,0.011
RYDO,RYDER CAPITAL LIMITED ,0.050
SBUO,SIBURAN RESOURCES LIMITED ,0.046
SDLO,SUNDANCE RESOURCES LIMITED,0.001
SKNO,SKIN ELEMENTS LIMITED ,0.016
SNCOA,SANDON CAPITAL INVESTMENTS LIMITED,0.004
SOPOA,SML CORPORATION LIMITED ,-
SRNO,SUREFIRE RESOURCES NL ,0.001
SROO,SHAREROOT LTD ,0.001
SRYO,STORY-I LIMITED ,0.008
SRZO,STELLAR RESOURCES LIMITED ,0.004
ST1O,SPIRIT TELECOM LIMITED,0.009
STLO,STARGROUP LIMITED ,0.007
SURO,SUN RESOURCES NL,-
SUROA,SUN RESOURCES NL,0.001
SVLO,SILVER MINES LIMITED,0.010
SVLOA,SILVER MINES LIMITED,0.020
TAGO,TAG PACIFIC LIMITED ,0.002
TASO,TASMAN RESOURCES LTD,0.165
THCO,THE HYDROPONICS COMPANY LIMITED ,0.081
TKFOC,TIKFORCE LIMITED,0.002
TLGOA,TALGA RESOURCES LTD ,0.300
TNDO,TOP END MINERALS LIMITED,0.011
TNGOA,TNG LIMITED ,0.061
TOMO,TOMIZONE LIMITED,0.002
TRTO,TODD RIVER RESOURCES LIMITED,0.019
TTLO,TRANSCENDENCE TECHNOLOGIES LIMITED,0.005
TV2O,TV2U INTERNATIONAL LIMITED,0.008
TYXOA,TYRANNA RESOURCES LIMITED ,0.001
UILO,UIL ENERGY LTD,0.005
URBO,URB INVESTMENTS LIMITED ,0.030
UUVO,UUV AQUABOTIX LTD ,0.031
VANOA,VANGO MINING LIMITED,0.015
VMCOA,VENUS METALS CORPORATION LIMITED,0.024
VMXO,VALMEC LIMITED,0.002
VPCO,VELPIC LIMITED,0.002
VRCO,VOLT RESOURCES LIMITED,0.015
WAAO,WAM ACTIVE LIMITED,0.015
WCNOB,WHITE CLIFF MINERALS LIMITED,0.001
WGFO,WATERMARK GLOBAL LEADERS FUND LIMITED ,0.015
WICOB,WESTOZ INVESTMENT COMPANY LIMITED ,0.001
WLEO,WAM LEADERS LIMITED ,0.012
WOFOA,WOLF PETROLEUM LTD,0.005
WSIO,WESTSTAR INDUSTRIAL LIMITED ,0.003
XPEOC,XPED LIMITED,0.005
XTVO,XTV NETWORKS LTD,0.003
YPBO,YPB GROUP LTD ,0.001
ZMIO,ZINC OF IRELAND NL,0.001
ZNCO,ZENITH MINERALS LIMITED ,0.015
ZYBOA,ZYBER HOLDINGS LTD,0.002
1AD,ADALTA LIMITED,0.280
1AG,ALTERRA LIMITED ,0.024
1AL,ONEALL INTERNATIONAL LIMITED,0.910
1PG,1-PAGE LIMITED,0.165
1ST,1ST GROUP LIMITED ,0.026
3DP,POINTERRA LIMITED ,0.025
3PL,3P LEARNING LIMITED.. ,1.045
4CE,FORCE COMMODITIES LIMITED ,0.018
4DS,4DS MEMORY LIMITED,0.037
4WD,AUTOMOTIVE SOLUTIONS GROUP LTD,0.350
88E,88 ENERGY LIMITED ,0.057
8CO,8COMMON LIMITED ,0.033
8EC,8IP EMERGING COMPANIES LIMITED,0.900
8IH,8I HOLDINGS LTD ,0.450
9SP,9 SPOKES INTERNATIONAL LIMITED,0.150
A2M,THE A2 MILK COMPANY LIMITED ,3.760
A3D,AURORA LABS LIMITED ,1.070
AAA,BETASHARES AUSTRALIAN HIGH INTEREST CASH ETF,50.170
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,1.855
AAD,ARDENT LEISURE GROUP,1.880
AAJ,ARUMA RESOURCES LIMITED ,0.008
AAL,APAC COAL LIMITED ,0.005
AAP,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,0.034
AAR,ANGLO AUSTRALIAN RESOURCES NL ,0.044
AAU,ADCORP AUSTRALIA LIMITED,0.009
AB1,ANIMOCA BRANDS CORPORATION LIMITED,0.025
ABA,AUSWIDE BANK LTD,5.140
ABC,ADELAIDE BRIGHTON LIMITED ,5.630
ABL,ABILENE OIL AND GAS LIMITED ,0.007
ABP,ABACUS PROPERTY GROUP ,3.240
ABT,ABUNDANT PRODUCE LIMITED,0.490
ABU,ABM RESOURCES NL,0.095
ABV,ADVANCED BRAKING TECHNOLOGY LTD ,0.006
ABW,AURORA ABSOLUTE RETURN FUND ,0.400
ABX,AUSTRALIAN BAUXITE LIMITED. ,0.165
AC8,AUSCANN GROUP HOLDINGS LTD,0.425
ACB,A-CAP RESOURCES LIMITED ,0.051
ACG,ATCOR MEDICAL HOLDINGS LIMITED,0.035
ACK,AUSTOCK GROUP LIMITED ,0.660
ACL,ALCHEMIA LIMITED,0.008
ACO,AUSTRALIAN CAREERS NETWORK LIMITED,3.430
ACP,AUDALIA RESOURCES LIMITED ,0.020
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED ,0.920
ACR,ACRUX LIMITED ,0.215
ACS,ACCENT RESOURCES NL ,0.025
ACU,ACTIVISTIC LIMITED,0.015
ACW,ACTINOGEN MEDICAL LIMITED ,0.061
ACX,ACONEX LIMITED,3.730
AD1,APPLYDIRECT LIMITED ,0.140
AD8,AUDINATE GROUP LIMITED,1.530
ADA,ADACEL TECHNOLOGIES LIMITED ,2.350
ADD,ADAVALE RESOURCES LIMITED ,0.011
ADH,ADAIRS LIMITED,0.860
ADJ,ADSLOT LTD,0.051
ADN,ANDROMEDA METALS LIMITED,0.006
ADO,ANTEO DIAGNOSTICS LIMITED ,0.016
ADQ,ADG GLOBAL SUPPLY LIMITED.,-
ADR,ADHERIUM LIMITED,0.135
ADV,ARDIDEN LTD ,0.014
ADX,ADX ENERGY LTD,0.013
ADY,ADMIRALTY RESOURCES NL. ,0.004
AEB,ALGAE.TEC LIMITED ,0.045
AEE,AURA ENERGY LIMITED ,0.023
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED ,94.600
AEG,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,1.125
AEI,AERIS ENVIRONMENTAL LTD ,0.275
AER,AEERIS LTD,0.033
AEV,AVENIRA LIMITED ,0.070
AFA,ASF GROUP LIMITED ,0.180
AFG,AUSTRALIAN FINANCE GROUP LTD,1.285
AFI,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,5.810
AFP,AFT PHARMACEUTICALS LIMITED ,2.180
AFR,AFRICAN ENERGY RESOURCES LIMITED,0.088
AFT,AFT CORPORATION LIMITED ,0.001
AFY,AFTERPAY HOLDINGS LIMITED ,2.740
AGD,AUSTRAL GOLD LIMITED,0.150
AGE,ALLIGATOR ENERGY LIMITED,0.010
AGG,ANGLOGOLD ASHANTI LIMITED ,2.650
AGI,AINSWORTH GAME TECHNOLOGY LIMITED ,2.160
AGJ,AGRICULTURAL LAND TRUST ,0.044
AGL,AGL ENERGY LIMITED. ,25.500
AGO,ATLAS IRON LIMITED,0.015
AGR,AGUIA RESOURCES LIMITED ,0.420
AGS,ALLIANCE RESOURCES LIMITED,0.088
AGY,ARGOSY MINERALS LIMITED ,0.079
AHF,AUSTRALIAN DAIRY FARMS GROUP,0.115
AHG,AUTOMOTIVE HOLDINGS GROUP LIMITED.,3.350
AHK,ARK MINES LIMITED ,0.115
AHL,AHALIFE HOLDINGS LIMITED,0.030
AHN,ATHENA RESOURCES LIMITED,0.027
AHQ,ALLEGIANCE COAL LIMITED ,0.028
AHR,ANCHOR RESOURCES LIMITED,0.023
AHX,APIAM ANIMAL HEALTH LIMITED ,0.700
AHY,ASALEO CARE LIMITED ,1.470
AHZ,ADMEDUS LTD ,0.265
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED,6.770
AIB,AURORA GLOBAL INCOME TRUST,0.820
AIQ,ALTERNATIVE INVESTMENT TRUST,0.080
AIR,ASTIVITA LIMITED,0.029
AIS,AERIS RESOURCES LIMITED ,0.040
AIV,ACTIVEX LIMITED ,0.200
AIY,AUTHORISED INVESTMENT FUND LIMITED,0.012
AIZ,AIR NEW ZEALAND LIMITED ,3.110
AJA,ASTRO JAPAN PROPERTY GROUP,6.350
AJC,ACACIA COAL LIMITED ,0.004
AJD,ASIA PACIFIC DATA CENTRE GROUP,1.755
AJJ,ASIAN AMERICAN MEDICAL GROUP LIMITED,0.100
AJL,AJ LUCAS GROUP LIMITED,0.220
AJM,ALTURA MINING LIMITED ,0.125
AJQ,ARMOUR ENERGY LIMITED ,0.070
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED ,0.560
AJY,ASAPLUS RESOURCES LIMITED ,0.180
AKF,ASK FUNDING LIMITED ,0.060
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED ,0.185
AKM,ASPIRE MINING LIMITED ,0.018
AKN,AUKING MINING LIMITED ,0.006
AKP,AUDIO PIXELS HOLDINGS LIMITED ,19.000
AL8,ALDERAN RESOURCES LIMITED ,0.465
ALC,ALCIDION GROUP LIMITED,0.069
ALF,AUSTRALIAN LEADERS FUND LIMITED ,1.205
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED ,1.850
ALK,ALKANE RESOURCES LIMITED,0.235
ALL,ARISTOCRAT LEISURE LIMITED,22.560
ALQ,ALS LIMITED ,7.450
ALR,ABERDEEN LEADERS LIMITED,1.170
ALT,ANALYTICA LIMITED ,0.005
ALU,ALTIUM LIMITED,8.570
ALY,ALCHEMY RESOURCES LIMITED ,0.018
AMA,AMA GROUP LIMITED ,0.970
AMB,AMBITION GROUP LIMITED,0.160
AMC,AMCOR LIMITED ,16.210
AME,ALTO METALS LIMITED ,0.072
AMG,AUSMEX MINING GROUP LIMITED ,0.071
AMH,AMCIL LIMITED ,0.915
AMI,AURELIA METALS LIMITED,0.185
AML,AEON METALS LIMITED.,0.155
AMN,AGRIMIN LIMITED ,0.465
AMO,AMBERTECH LIMITED ,0.150
AMP,AMP LIMITED ,5.190
AMPPA,AMP LIMITED ,106.000
AMT,ALLEGRA ORTHOPAEDICS LIMITED,0.170
ANG,AUSTIN ENGINEERING LIMITED,0.220
ANL,AMANI GOLD LIMITED,0.043
ANN,ANSELL LIMITED,23.730
ANO,ADVANCED NANO TECHNOLOGIES LIMITED,0.024
ANP,ANTISENSE THERAPEUTICS LIMITED,0.033
ANQ,ANAECO LIMITED,0.002
ANR,ANATARA LIFESCIENCES LTD,1.000
ANS,AUSTSINO RESOURCES GROUP LIMITED,0.007
ANW,AUS TIN MINING LTD,0.007
ANZ,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,28.720
ANZPC,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,102.100
ANZPD,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,102.490
ANZPE,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,101.350
ANZPF,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,102.000
ANZPG,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,104.750
AO1,ASSETOWL LIMITED,0.160
AOA,AUSMON RESOURCES LIMITED,0.004
AOD,AURORA DIVIDEND INCOME TRUST (MANAGED FUND) ,0.695
AOF,AUSTRALIAN UNITY OFFICE FUND,2.230
AOG,AVEO GROUP,2.780
AOH,ALTONA MINING LIMITED ,0.130
AOK,AUSTEX OIL LIMITED,0.010
AON,APOLLO MINERALS LIMITED ,0.200
AOP,APOLLO CONSOLIDATED LIMITED ,0.057
AOU,AUROCH MINERALS LTD ,0.145
AOW,AMERICAN PATRIOT OIL & GAS LIMITED,0.017
APA,APA GROUP ,9.170
APC,AUSTRALIAN POTASH LIMITED ,0.115
APD,APN PROPERTY GROUP LIMITED,0.405
APE,AP EAGERS LIMITED ,8.360
APG,AUSTPAC RESOURCES NL,0.006
API,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED,1.905
APL,ANTIPODES GLOBAL INVESTMENT COMPANY LTD ,1.245
APO,APN OUTDOOR GROUP LIMITED ,4.810
APT,AFTERPAY TOUCH GROUP LIMITED,2.950
APW,AIMS PROPERTY SECURITIES FUND ,1.505
APX,APPEN LIMITED ,3.990
APY,AZONTO PETROLEUM LTD,0.011
APZ,ASPEN GROUP ,1.100
AQC,AUSTRALIAN PACIFIC COAL LIMITED ,0.008
AQD,AUSQUEST LIMITED,0.011
AQF,AUSTRALIAN GOVERNANCE MASTERS INDEX FUND LIMITED,1.900
AQG,ALACER GOLD CORP. ,2.140
AQI,ALICANTO MINERALS LIMITED ,0.185
AQIR,ALICANTO MINERALS LIMITED ,-
AQJ,AUS ASIA MINERALS LIMITED ,0.001
AQQ,APHRODITE GOLD LIMITED,0.015
AQS,AQUIS ENTERTAINMENT LIMITED ,0.040
AQU,AQUAINT CAPITAL HOLDINGS LIMITED,0.100
AQX,ALICE QUEEN LIMITED ,0.050
AQZ,ALLIANCE AVIATION SERVICES LIMITED,0.970
AR1,ARROWHEAD RESOURCES LIMITED ,0.011
ARA,ARIADNE AUSTRALIA LIMITED ,0.760
ARB,ARB CORPORATION LIMITED.,15.710
ARC,AUSTRALIAN RURAL CAPITAL LIMITED,0.500
ARD,ARGENT MINERALS LIMITED ,0.032
ARE,ARGONAUT RESOURCES NL ,0.007
ARF,ARENA REIT. ,2.250
ARG,ARGO INVESTMENTS LIMITED,7.670
ARH,AUSTRALASIAN RESOURCES LIMITED,0.005
ARI,ARRIUM LIMITED,0.022
ARK,AUSROC METALS LTD ,-
ARL,ARDEA RESOURCES LIMITED ,0.580
ARM,AURORA MINERALS LIMITED ,0.044
ARO,ASTRO RESOURCES NL,0.002
ARS,ALT RESOURCES LIMITED ,0.050
ARU,ARAFURA RESOURCES LIMITED ,0.056
ARV,ARTEMIS RESOURCES LIMITED ,0.069
ARX,ARC EXPLORATION LIMITED ,0.515
ASB,AUSTAL LIMITED,1.830
ASG,AUTOSPORTS GROUP LIMITED. ,2.090
ASH,ASHLEY SERVICES GROUP LIMITED ,0.064
ASL,AUSDRILL LIMITED,1.835
ASN,ANSON RESOURCES LIMITED ,0.020
ASP,ASPERMONT LIMITED.,0.010
AST,AUSNET SERVICES LIMITED ,1.735
ASW,ADVANCED SHARE REGISTRY LIMITED ,0.740
ASX,ASX LIMITED ,53.610
ASY,ASSEMBLEBAY LIMITED ,0.019
ATA,ATC ALLOYS LTD,0.025
ATC,ALTECH CHEMICALS LTD,0.105
ATL,APOLLO TOURISM & LEISURE LTD,1.495
ATM,ANEKA TAMBANG (PERSERO) TBK (PT),0.630
ATP,ATLAS PEARLS AND PERFUMES LTD ,0.026
ATR,ASTRON CORPORATION LIMITED,0.155
ATS,AUSTRALIS OIL & GAS LIMITED ,0.245
ATT,ANTE REAL ESTATE TRUST,0.012
ATU,ATRUM COAL LIMITED,0.220
AU1,AUSNET FINANCIAL SERVICES LIMITED ,0.023
AUB,AUB GROUP LIMITED ,12.990
AUC,AUSGOLD LIMITED ,0.025
AUDS,BETASHARES STRONG AUSTRALIAN DOLLAR FUND (HEDGE FUND) ,15.980
AUF,ASIAN MASTERS FUND LIMITED,1.310
AUG,AUGEND LTD,-
AUI,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,8.090
AUMF,ISHARES EDGE MSCI AUSTRALIA MULTIFACTOR ETF ,26.890
AUP,AURORA PROPERTY BUY-WRITE INCOME TRUST,4.300
AUQ,ALARA RESOURCES LIMITED ,0.014
AUR,AURIS MINERALS LIMITED,0.057
AUST,BETASHARES MANAGED RISK AUSTRALIAN SHARE FUND ,15.610
AUZ,AUSTRALIAN MINES LIMITED,0.015
AVB,AVANCO RESOURCES LIMITED,0.094
AVD,ANTILLES OIL AND GAS NL ,0.015
AVG,AUSTRALIAN VINTAGE LTD,0.425
AVH,AVITA MEDICAL LTD ,0.077
AVI,AVALON MINERALS LIMITED ,0.015
AVJ,AVJENNINGS LIMITED,0.655
AVL,AUSTRALIAN VANADIUM LIMITED ,0.017
AVN,AVENTUS RETAIL PROPERTY FUND,2.300
AVQ,AXIOM MINING LIMITED,0.160
AVW,AVIRA ENERGY LIMITED,0.250
AVZ,AVZ MINERALS LIMITED,0.035
AWC,ALUMINA LIMITED ,1.920
AWE,AWE LIMITED ,0.445
AWN,AROWANA INTERNATIONAL LIMITED ,0.530
AWQ,AROWANA AUSTRALASIAN VALUE OPPORTUNITIES FUND LIMITED ,0.900
AWV,ANOVA METALS LIMITED,0.080
AWY,AUSTRALIAN WHISKY HOLDINGS LIMITED,0.028
AXE,ARCHER EXPLORATION LIMITED,0.036
AXI,AXIOM PROPERTIES LIMITED,0.048
AXL,AXSESSTODAY LIMITED ,1.420
AXP,"AIRXPANDERS, INC. ",0.645
AXT,ARGO EXPLORATION LIMITED,0.021
AYA,ATTILA RESOURCES LIMITED,0.195
AYD,AUSTRALIAN MASTERS YIELD FUND NO 1 LIMITED,1.570
AYF,AUSTRALIAN ENHANCED INCOME FUND ,6.150
AYG,AXXIS TECHNOLOGY GROUP LTD,-
AYH,AUSTRALIAN MASTERS YIELD FUND NO 2 LIMITED,1.560
AYI,A1 INVESTMENTS & RESOURCES LTD,0.001
AYJ,AUSTRALIAN MASTERS YIELD FUND NO 3 LIMITED,19.500
AYK,AUSTRALIAN MASTERS YIELD FUND NO 4 LIMITED,46.290
AYM,AUSTRALIA UNITED MINING LIMITED ,0.002
AYR,ALLOY RESOURCES LIMITED ,0.003
AYS,AMAYSIM AUSTRALIA LIMITED ,1.560
AYZ,AUSTRALIAN MASTERS YIELD FUND NO 5 LIMITED,60.380
AZJ,AURIZON HOLDINGS LIMITED,5.360
AZM,AZUMAH RESOURCES LIMITED,0.025
AZS,AZURE MINERALS LIMITED,0.013
AZV,AZURE HEALTHCARE LIMITED,0.080
AZY,ANTIPA MINERALS LIMITED ,0.024
AZZ,ANTARES ENERGY LIMITED,0.500
BAF,BLUE SKY ALTERNATIVES ACCESS FUND LIMITED ,1.170
BAL,BELLAMY'S AUSTRALIA LIMITED ,6.910
BAP,BAPCOR LIMITED,5.490
BAR,BARRA RESOURCES LIMITED ,0.055
BAS,BASS OIL LIMITED,0.001
BAT,BATTERY MINERALS LIMITED,0.060
BAU,BAUXITE RESOURCES LIMITED ,0.070
BBG,BILLABONG INTERNATIONAL LIMITED ,0.740
BBL,BRISBANE BRONCOS LIMITED,0.480
BBN,BABY BUNTING GROUP LIMITED,1.945
BBOZ,BETASHARES AUSTRALIAN EQUITIES STRONGBEARHEDGEFUND,17.710
BBR,BORA BORA RESOURCES LIMITED ,0.047
BBUS,BETASHARES US EQ STRONG BEAR HDGE FND-CRNCY HDGED ,7.040
BBX,BBX MINERALS LIMITED,0.200
BCD,BCD RESOURCES NL,0.035
